|       |     F10A3 |     F10A5 |     F10B3 |     F10B5 |     F10C1 |     F10C3 |     F10C4 |     F10D1 |     F10D5 |     F10E3 |     F10E5 |     F10F1 |     F10F3 |     F10F5 |     F10G2 |     F11A3 |     F11A6 |     F11B1 |     F11B2 |     F11B5 |     F11C2 |     F11D1 |     F11D2 |     F11D4 |     F11G3 |     F11G4 |     F12B1 |     F12B2 |     F12B3 |     F12C6 |     F12D4 |     F12E1 |     F12E4 |     F12E5 |     F12E6 |     F12F1 |     F12F5 |     F12G1 |     F15A3 |     F15A5 |     F15A6 |     F15B5 |     F15C5 |     F15C6 |     F15C8 |     F15D1 |     F15D2 |     F15E1 |     F15E2 |     F15E4 |     F15E5 |     F15E7 |     F15F1 |     F15F3 |     F15F5 |     F15F6 |     F15F8 |     F15H1 |     F15H5 |     F16A2 |     F16A4 |     F16A5 |     F16B1 |     F16B2 |     F16B3 |     F16B6 |     F16C1 |     F16D6 |     F16F4 |     F16G3 |     F16G4 |     F16G6 |     F17A7 |     F17B1 |     F17B7 |     F17C1 |     F17C2 |     F17C7 |     F17D6 |     F17E6 |     F17E7 |     F17F3 |     F17F5 |     F17G3 |     F17G5 |     F18B2 |     F18B4 |     F18C4 |     F18D2 |     F18E1 |     F18E2 |     F18F2 |      F3F1 |      F5A2 |      F5A4 |      F5B1 |      F5B2 |      F5B3 |      F5B4 |      F5C1 |      F5C2 |      F5C4 |      F5D1 |      F5E2 |      F5E4 |      F5F2 |      F5G2 |      F6A4 |      F6B2 |      F6B4 |      F6C2 |      F6C4 |      F6D2 |      F6E2 |      F6E4 |      F6F2 |      F6F4 |      F6G2 |      F6G3 |      F7A3 |      F7A6 |      F7B1 |      F7B2 |      F7B4 |      F7B5 |      F7B6 |      F7C1 |      F7C2 |      F7C6 |      F7D2 |      F7D3 |      F7D4 |      F7D6 |      F7E2 |      F7E6 |      F7F2 |      F7F3 |      F7F6 |      F7G2 |      F7G5 |      F8A1 |      F8A2 |      F8B2 |      F8B4 |      F8B5 |      F8C5 |      F8D3 |      F8D4 |      F8E6 |      F8G1 |      F8G2 |      F9A2 |      F9A3 |      F9A4 |      F9A5 |      F9B4 |      F9B6 |      F9C5 |      F9D3 |      F9D6 |      F9F2 |      F9F3 |      F9G3 |
| F5C2  | 0.0454545 | 0         | 0         | 0.0441176 | 0         | 0.0645161 | 0         | 0.0263158 | 0         | 0         | 0.05      | 0.0714286 | 0         | 0         | 0.0731707 | 0.0701754 | 0.1       | 0         | 0         | 0         | 0.0634921 | 0.025641  | 0.0714286 | 0.0769231 | 0.030303  | 0         | 0         | 0         | 0.181818  | 0         | 0         | 0.0545455 | 0         | 0         | 0         | 0         | 0.0754717 | 0         | 0         | 0         | 0.16      | 0         | 0         | 0         | 0         | 0.0487805 | 0.0285714 | 0.142857  | 0         | 0         | 0         | 0.0810811 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0784314 | 0         | 0.0645161 | 0.222222  | 0         | 0.166667  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.115385  | 0         | 0         | 0         | 0         | 0         | 0.0769231 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.117647  | 0         | 0         | 0.0327869 | 0.375     | 0.0833333 | 0.0588235 | 0.121212  | 0         | 0.3       | 0.1       | 1         | 0         | 0         | 0.25      | 0         | 0.666667  | 0.428571  | 0.0634921 | 0         | 0         | 0.428571  | 0         | 0         | 0.16      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0615385 | 0         | 0.0833333 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0         | 0         | 0         | 0         | 0.057971  | 0         | 0         | 0         | 0.0526316 | 0         | 0         | 0         | 0.0576923 | 0.025     | 0.0731707 | 0.25      | 0         | 0.111111  | 0         | 0         | 0         | 0         | 0         | 0.25      | 0         | 0.0555556 | 0         | 0         | 0.0243902 | 0.0714286 | 0.0555556 |
| F5C4  | 0.0238095 | 0         | 0         | 0         | 0         | 0.016129  | 0         | 0.0285714 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0175439 | 0         | 0.0625    | 0         | 0.166667  | 0.015873  | 0         | 0.0909091 | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0         | 0.0188679 | 0.0588235 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.0454545 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0833333 | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0.333333  | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0169492 | 0         | 0         | 0.02      | 0         | 0.111111  | 0         | 0         | 0         | 1         | 0         | 0         | 0.125     | 0         | 0         | 0.015873  | 0         | 0         | 0.166667  | 0         | 0.0909091 | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0         | 0.0153846 | 0         | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0144928 | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0.027027  | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0.0263158 | 0         | 0         |
| F5D1  | 0.0465116 | 0         | 0         | 0.0447761 | 0         | 0.0483871 | 0         | 0.027027  | 0         | 0         | 0.0333333 | 0.0350877 | 0         | 0         | 0         | 0.0344828 | 0.111111  | 0.0555556 | 0         | 0         | 0.03125   | 0.0263158 | 0.0769231 | 0.08      | 0.0645161 | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0.0363636 | 0         | 0         | 0         | 0         | 0.037037  | 0         | 0         | 0         | 0.037037  | 0         | 0.05      | 0         | 0         | 0.05      | 0.0294118 | 0.0454545 | 0         | 0         | 0.0588235 | 0.0540541 | 0         | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0         | 0.0384615 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0714286 | 0.0434783 | 0         | 0         | 0         | 0.037037  | 0         | 0.0666667 | 0.1       | 0.2       | 0         | 0.181818  | 0         | 0.05      | 0         | 0.0434783 | 0         | 0         | 0         | 0.0588235 | 0         | 0.25      | 0.0333333 | 0         | 0.333333  | 0.06      | 0.0285714 | 0         | 0         | 0.111111  | 0         | 0         | 1         | 0         | 0.222222  | 0         | 0         | 0.047619  | 0.333333  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0.0169492 | 0.030303  | 0         | 0.0909091 | 0         | 0         | 0         | 0.25      | 0.111111  | 0         | 0         | 0.0357143 | 0         | 0.142857  | 0         | 0         | 0.0285714 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0384615 | 0.0526316 | 0.0238095 | 0         | 0.111111  | 0         | 0.166667  | 0         | 0         | 0         | 0         | 0         | 0.105263  | 0         | 0         | 0         | 0.0512821 | 0.0740741 | 0.125     |
| F5E2  | 0         | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0         | 0         | 0         | 0.0169492 | 0.0178571 | 0         | 0         | 0.025     | 0.0175439 | 0         | 0         | 0         | 0         | 0.015873  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0         | 0         | 0.0185185 | 0         | 0         | 0         | 0         | 0.0188679 | 0         | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0.025641  | 0         | 0.05      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0196078 | 0         | 0.0344828 | 0         | 0         | 0.333333  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.142857  | 0.111111  | 0.02      | 0.030303  | 0         | 0.111111  | 0.142857  | 0.25      | 0         | 0         | 1         | 0         | 0.166667  | 0.166667  | 0.015873  | 0         | 0         | 0.166667  | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0153846 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0384615 | 0         | 0         | 0         | 0         | 0.0144928 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0196078 | 0         | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         |
| F5E4  | 0.111111  | 0         | 0         | 0.0714286 | 0         | 0.129032  | 0         | 0.075     | 0         | 0         | 0.0806452 | 0.0666667 | 0         | 0         | 0.116279  | 0.12069   | 0.25      | 0.0909091 | 0         | 0.0769231 | 0.0923077 | 0.047619  | 0.1875    | 0.185185  | 0.0555556 | 0         | 0         | 0         | 0.0625    | 0.0588235 | 0         | 0.0508475 | 0.0666667 | 0         | 0         | 0         | 0.109091  | 0.0869565 | 0         | 0.0909091 | 0.1       | 0         | 0         | 0         | 0.0384615 | 0.0930233 | 0.176471  | 0.037037  | 0         | 0         | 0.210526  | 0.0731707 | 0         | 0         | 0.153846  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0535714 | 0.0769231 | 0.0277778 | 0.0714286 | 0         | 0.1       | 0         | 0         | 0         | 0.0526316 | 0.16      | 0         | 0         | 0         | 0.0645161 | 0         | 0         | 0.230769  | 0.222222  | 0         | 0.125     | 0         | 0         | 0         | 0.16      | 0.047619  | 0         | 0         | 0.0952381 | 0         | 0.363636  | 0.0806452 | 0         | 0.133333  | 0.115385  | 0.0789474 | 0.0625    | 0.0625    | 0.0714286 | 0         | 0.125     | 0.222222  | 0         | 1         | 0         | 0.0769231 | 0.109375  | 0.125     | 0         | 0.0769231 | 0.0384615 | 0.0555556 | 0.0645161 | 0.142857  | 0.157895  | 0         | 0         | 0         | 0         | 0.0655738 | 0.0895522 | 0.125     | 0.0625    | 0.111111  | 0.0555556 | 0         | 0.25      | 0.363636  | 0.111111  | 0         | 0.030303  | 0.125     | 0.181818  | 0.125     | 0.125     | 0.115942  | 0.125     | 0.125     | 0.0909091 | 0.263158  | 0         | 0         | 0         | 0.0535714 | 0.0714286 | 0.142857  | 0         | 0         | 0.0769231 | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0.0833333 | 0.0952381 | 0         | 0         | 0.179487  | 0.0625    | 0.15      |
| F5F2  | 0.0909091 | 0         | 0         | 0.0735294 | 0         | 0.0967742 | 0         | 0.025     | 0         | 0         | 0.0833333 | 0.107143  | 0         | 0         | 0.0952381 | 0.105263  | 0.0833333 | 0         | 0         | 0         | 0.0952381 | 0.05      | 0.0625    | 0.0714286 | 0.0588235 | 0         | 0         | 0         | 0.25      | 0         | 0.166667  | 0.0909091 | 0.0769231 | 0         | 0         | 0         | 0.0925926 | 0         | 0         | 0         | 0.24      | 0         | 0.0434783 | 0         | 0.0416667 | 0.0714286 | 0.027027  | 0.181818  | 0         | 0         | 0         | 0.135135  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0909091 | 0.117647  | 0         | 0.129032  | 0.181818  | 0         | 0.125     | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0.148148  | 0         | 0         | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0         | 0.0526316 | 0         | 0         | 0.166667  | 0         | 0         | 0.0483871 | 0.625     | 0.0714286 | 0.0769231 | 0.181818  | 0.0714286 | 0.5       | 0.0833333 | 0.666667  | 0         | 0         | 0.166667  | 0         | 1         | 0.714286  | 0.0952381 | 0         | 0         | 0.5       | 0.0416667 | 0         | 0.24      | 0         | 0         | 0         | 0         | 0         | 0         | 0.0327869 | 0.0757576 | 0         | 0.153846  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.103448  | 0         | 0         | 0         | 0         | 0.0869565 | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0.0961538 | 0.0487805 | 0.121951  | 0.166667  | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0         | 0.166667  | 0         | 0.05      | 0         | 0         | 0.047619  | 0.103448  | 0.05      |
| F5G2  | 0.0909091 | 0         | 0         | 0.057971  | 0         | 0.0967742 | 0         | 0         | 0         | 0         | 0.101695  | 0.107143  | 0         | 0         | 0.121951  | 0.0862069 | 0.0833333 | 0         | 0         | 0         | 0.0952381 | 0.0769231 | 0         | 0.0344828 | 0.0588235 | 0         | 0         | 0         | 0.153846  | 0         | 0.166667  | 0.0909091 | 0.0769231 | 0         | 0         | 0         | 0.0925926 | 0         | 0         | 0         | 0.24      | 0         | 0.0434783 | 0         | 0.0869565 | 0.0714286 | 0.0555556 | 0.130435  | 0         | 0         | 0         | 0.135135  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0909091 | 0.117647  | 0.0909091 | 0.166667  | 0.181818  | 0         | 0.125     | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0.148148  | 0         | 0         | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0         | 0.0526316 | 0         | 0         | 0.166667  | 0         | 0         | 0.0483871 | 0.625     | 0.0714286 | 0.0980392 | 0.181818  | 0.0714286 | 0.666667  | 0.0833333 | 0.428571  | 0         | 0         | 0.166667  | 0.0769231 | 0.714286  | 1         | 0.0952381 | 0         | 0         | 0.333333  | 0.0869565 | 0         | 0.24      | 0         | 0         | 0         | 0         | 0         | 0         | 0.05      | 0.0757576 | 0         | 0.153846  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0         | 0.0869565 | 0         | 0         | 0         | 0.1       | 0         | 0         | 0         | 0.0754717 | 0.075     | 0.15      | 0.166667  | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0         | 0.166667  | 0         | 0.05      | 0         | 0         | 0.047619  | 0.142857  | 0.05      |
| F6A4  | 0.438356  | 0.015873  | 0.015873  | 0.710526  | 0         | 0.623377  | 0.123077  | 0.289474  | 0.015873  | 0.015873  | 0.671233  | 0.608108  | 0         | 0.0140845 | 0.560606  | 0.643836  | 0.09375   | 0.144928  | 0.0540541 | 0.0454545 | 0.615385  | 0.337838  | 0.15625   | 0.318182  | 0.409091  | 0         | 0         | 0         | 0.142857  | 0.0428571 | 0.015873  | 0.695652  | 0.109375  | 0.125     | 0.028169  | 0         | 0.657143  | 0.0958904 | 0.015873  | 0.0151515 | 0.375     | 0         | 0.191176  | 0.0793651 | 0.223881  | 0.545455  | 0.338028  | 0.296875  | 0.03125   | 0.0793651 | 0.130435  | 0.5       | 0.015873  | 0.015873  | 0.197183  | 0.015873  | 0         | 0.125     | 0.171875  | 0.0634921 | 0.0952381 | 0.727273  | 0.0952381 | 0.4375    | 0.111111  | 0.108108  | 0.047619  | 0.0447761 | 0.015873  | 0.015873  | 0.171875  | 0.105263  | 0.253968  | 0.0972222 | 0.111111  | 0.353846  | 0.111111  | 0.169231  | 0.109375  | 0.047619  | 0.015873  | 0.140625  | 0.227273  | 0.227273  | 0.184615  | 0.217391  | 0.203125  | 0         | 0.0952381 | 0.21875   | 0.0149254 | 0.0769231 | 0.648649  | 0.111111  | 0.142857  | 0.686567  | 0.476923  | 0.125     | 0.142857  | 0.111111  | 0.0634921 | 0.015873  | 0.047619  | 0.015873  | 0.109375  | 0.0952381 | 0.0952381 | 1         | 0.015873  | 0.031746  | 0.0952381 | 0.28125   | 0.15625   | 0.396825  | 0.0972222 | 0.222222  | 0.03125   | 0.015873  | 0.015625  | 0.0634921 | 0.558442  | 0.72973   | 0.015873  | 0.142857  | 0.031746  | 0.138462  | 0         | 0.031746  | 0.0769231 | 0.015625  | 0.031746  | 0.253521  | 0.015873  | 0.0793651 | 0.015873  | 0.015873  | 0.692308  | 0.015873  | 0.015873  | 0.0151515 | 0.179104  | 0.03125   | 0.0634921 | 0.015873  | 0.753846  | 0.5625    | 0.430556  | 0.015873  | 0.111111  | 0.0952381 | 0.0634921 | 0.015873  | 0.0307692 | 0.015873  | 0.140625  | 0.015873  | 0.208955  | 0.164179  | 0.0140845 | 0         | 0.364865  | 0.390625  | 0.2       |
| F6B2  | 0.0238095 | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0175439 | 0.142857  | 0.0625    | 0         | 0         | 0.015873  | 0         | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0188679 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.0454545 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0.333333  | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0169492 | 0         | 0.111111  | 0.02      | 0         | 0         | 0         | 0         | 0         | 0         | 0.333333  | 0         | 0.125     | 0         | 0         | 0.015873  | 1         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0153846 | 0         | 0         | 0         | 0         | 0         | 0.5       | 0.142857  | 0         | 0         | 0         | 0         | 0.2       | 0         | 0         | 0.0144928 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.027027  | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0555556 | 0         | 0         | 0         | 0.0263158 | 0         | 0.0666667 |
| F6B4  | 0.0232558 | 0         | 0         | 0.0298507 | 0         | 0.015873  | 0.0909091 | 0.0571429 | 0         | 0         | 0.0338983 | 0.0175439 | 0         | 0.1       | 0.0243902 | 0.0172414 | 0         | 0.0588235 | 0.0625    | 0         | 0.031746  | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0         | 0         | 0         | 0.037037  | 0.111111  | 0         | 0.0909091 | 0         | 0.0377358 | 0         | 0         | 0         | 0         | 0         | 0.0526316 | 0         | 0.05      | 0.025     | 0.030303  | 0.047619  | 0         | 0         | 0.0625    | 0.027027  | 0         | 0         | 0.0434783 | 0         | 0         | 0.1       | 0.166667  | 0         | 0.142857  | 0.0192308 | 0         | 0.0333333 | 0         | 0.105263  | 0         | 0         | 0         | 0         | 0         | 0.0454545 | 0.0588235 | 0.0588235 | 0         | 0.0384615 | 0         | 0.0714286 | 0         | 0         | 0         | 0         | 0.0526316 | 0.0526316 | 0.0666667 | 0         | 0.0666667 | 0         | 0         | 0         | 0         | 0         | 0.0338983 | 0         | 0         | 0.0196078 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.031746  | 0         | 1         | 0         | 0         | 0.0833333 | 0         | 0.0588235 | 0         | 0         | 0         | 0         | 0         | 0.0350877 | 0.0151515 | 0         | 0         | 0         | 0.0833333 | 0         | 0         | 0         | 0         | 0         | 0.037037  | 0         | 0.166667  | 0         | 0         | 0.0289855 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0392157 | 0         | 0         | 0         | 0         | 0         | 0.2       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.025641  | 0         | 0         |
